Date,Bank RTN,Account Number,Transaction Type,Description,Debit,Credit,Check Number,Account Running Balance
2023-12-04,123456789,987654321,CREDIT,Medical Expense,0,1584.2,,148187.09
2023-12-05,123456789,987654321,CREDIT,Rent Payment,0,439.33,,148626.42
2023-12-05,123456789,987654321,CREDIT,Utility Bill,0,496.72,,149123.14
2023-12-05,123456789,987654321,CREDIT,Tax Refund,0,1753.29,,150876.43
2023-12-06,123456789,987654321,CREDIT,Freelance Work,0,518.67,,151395.1
2023-12-06,123456789,987654321,CREDIT,ATM Withdrawal,0,1638.21,,153033.31
2023-12-06,123456789,987654321,DEBIT,Restaurant,160.99,0,,152872.32
2023-12-07,123456789,987654321,CREDIT,Freelance Work,0,1658.2,,154530.52
2023-12-07,123456789,987654321,DEBIT,Online Purchase,193.01,0,7336,154337.51
2023-12-07,123456789,987654321,DEBIT,Rent Payment,258.88,0,,154078.63
2023-12-08,123456789,987654321,CREDIT,Online Purchase,0,1536.76,,155615.39
2023-12-08,123456789,987654321,CREDIT,Shopping,0,1696.61,,157312.0
2023-12-08,123456789,987654321,CREDIT,Travel Expense,0,570.53,,157882.53
2023-12-09,123456789,987654321,DEBIT,Insurance Premium,265.47,0,,157617.06
2023-12-09,123456789,987654321,CREDIT,Credit Card Payment,0,1311.59,,158928.65
2023-12-09,123456789,987654321,DEBIT,Grocery Store,425.93,0,9791,158502.72
2023-12-10,123456789,987654321,DEBIT,Online Purchase,364.07,0,,158138.65
2023-12-10,123456789,987654321,DEBIT,Education Expense,348.44,0,7837,157790.21
2023-12-10,123456789,987654321,DEBIT,Entertainment,172.93,0,1998,157617.28
2023-12-11,123456789,987654321,CREDIT,ATM Withdrawal,0,1653.47,,159270.75
2023-12-11,123456789,987654321,CREDIT,Insurance Premium,0,538.96,,159809.71
2023-12-11,123456789,987654321,CREDIT,Rent Payment,0,619.14,,160428.85
2023-12-12,123456789,987654321,DEBIT,Travel Expense,413.73,0,,160015.12
2023-12-12,123456789,987654321,DEBIT,Restaurant,399.95,0,,159615.17
2023-12-12,123456789,987654321,CREDIT,Education Expense,0,1604.97,,161220.14
2023-12-13,123456789,987654321,DEBIT,Bank Fee,174.93,0,1573,161045.21
2023-12-13,123456789,987654321,CREDIT,Tax Refund,0,858.81,,161904.02
2023-12-13,123456789,987654321,DEBIT,Bank Fee,178.21,0,2651,161725.81
2023-12-14,123456789,987654321,DEBIT,Shopping,429.38,0,8649,161296.43
2023-12-14,123456789,987654321,CREDIT,Credit Card Payment,0,115.74,,161412.17
2023-12-14,123456789,987654321,CREDIT,Tax Refund,0,433.78,,161845.95
2023-12-15,123456789,987654321,DEBIT,Bank Fee,190.95,0,,161655.0
2023-12-15,123456789,987654321,CREDIT,Investment Income,0,153.12,,161808.12
2023-12-15,123456789,987654321,CREDIT,ATM Withdrawal,0,541.91,,162350.03
2023-12-16,123456789,987654321,DEBIT,Utility Bill,74.43,0,6547,162275.6
2023-12-16,123456789,987654321,CREDIT,Freelance Work,0,1940.56,,164216.16
2023-12-16,123456789,987654321,DEBIT,Gas Station,337.36,0,,163878.8
2023-12-17,123456789,987654321,DEBIT,Grocery Store,162.93,0,9624,163715.87
2023-12-17,123456789,987654321,DEBIT,Restaurant,425.46,0,,163290.41
2023-12-17,123456789,987654321,DEBIT,Insurance Premium,104.95,0,,163185.46
2023-12-18,123456789,987654321,DEBIT,Salary Deposit,40.64,0,,163144.82
2023-12-18,123456789,987654321,CREDIT,Investment Income,0,275.36,,163420.18
2023-12-18,123456789,987654321,CREDIT,Grocery Store,0,1158.35,,164578.53
2023-12-19,123456789,987654321,DEBIT,Restaurant,333.11,0,2628,164245.42
2023-12-19,123456789,987654321,CREDIT,Bank Fee,0,1485.98,,165731.4
2023-12-19,123456789,987654321,CREDIT,Gas Station,0,1063.32,,166794.72
2023-12-20,123456789,987654321,CREDIT,Credit Card Payment,0,809.0,,167603.72
2023-12-20,123456789,987654321,CREDIT,Credit Card Payment,0,533.95,,168137.67
2023-12-20,123456789,987654321,CREDIT,Bank Fee,0,482.08,,168619.75
2023-12-21,123456789,987654321,CREDIT,Investment Income,0,1267.59,,169887.34
2023-12-21,123456789,987654321,CREDIT,Education Expense,0,228.49,,170115.83
2023-12-21,123456789,987654321,CREDIT,Restaurant,0,1309.8,,171425.63
2023-12-22,123456789,987654321,CREDIT,Freelance Work,0,1441.97,,172867.6
2023-12-22,123456789,987654321,CREDIT,Insurance Premium,0,507.41,,173375.01
2023-12-22,123456789,987654321,CREDIT,Investment Income,0,1967.54,,175342.55
2023-12-23,123456789,987654321,CREDIT,Interest Earned,0,1278.0,,176620.55
2023-12-23,123456789,987654321,DEBIT,Freelance Work,399.76,0,1343,176220.79
2023-12-23,123456789,987654321,DEBIT,ATM Withdrawal,203.74,0,,176017.05
2023-12-24,123456789,987654321,DEBIT,Investment Income,279.5,0,,175737.55
2023-12-24,123456789,987654321,CREDIT,Insurance Premium,0,906.96,,176644.51
2023-12-24,123456789,987654321,DEBIT,Insurance Premium,97.86,0,,176546.65
2023-12-25,123456789,987654321,CREDIT,Utility Bill,0,1292.42,,177839.07
2023-12-25,123456789,987654321,DEBIT,Investment Income,249.03,0,,177590.04
2023-12-25,123456789,987654321,CREDIT,Investment Income,0,712.92,,178302.96
2023-12-26,123456789,987654321,DEBIT,Utility Bill,173.11,0,,178129.85
2023-12-26,123456789,987654321,CREDIT,Tax Refund,0,1746.88,,179876.73
2023-12-26,123456789,987654321,DEBIT,Online Purchase,314.82,0,5081,179561.91
2023-12-27,123456789,987654321,CREDIT,Entertainment,0,1590.76,,181152.67
2023-12-27,123456789,987654321,CREDIT,Medical Expense,0,1394.34,,182547.01
2023-12-27,123456789,987654321,DEBIT,Investment Income,218.06,0,9208,182328.95
2023-12-28,123456789,987654321,CREDIT,ATM Withdrawal,0,659.19,,182988.14
2023-12-28,123456789,987654321,CREDIT,Rent Payment,0,1954.43,,184942.57
2023-12-28,123456789,987654321,CREDIT,Education Expense,0,1999.19,,186941.76
2023-12-29,123456789,987654321,DEBIT,Online Purchase,42.73,0,8975,186899.03
2023-12-29,123456789,987654321,CREDIT,Education Expense,0,1799.08,,188698.11
2023-12-29,123456789,987654321,DEBIT,Tax Refund,64.86,0,,188633.25
2023-12-30,123456789,987654321,CREDIT,Salary Deposit,0,1796.75,,190430.0
2023-12-30,123456789,987654321,DEBIT,Freelance Work,161.94,0,,190268.06
2023-12-30,123456789,987654321,DEBIT,Tax Refund,144.28,0,9403,190123.78
2023-12-31,123456789,987654321,CREDIT,Restaurant,0,52.04,,190175.82
2023-12-31,123456789,987654321,DEBIT,Salary Deposit,492.9,0,,189682.92
2023-12-31,123456789,987654321,CREDIT,Restaurant,0,1959.11,,191642.03
2024-01-01,123456789,987654321,DEBIT,Restaurant,263.46,0,9032,191378.57
2024-01-01,123456789,987654321,CREDIT,Entertainment,0,1957.7,,193336.27
2024-01-01,123456789,987654321,DEBIT,Grocery Store,443.29,0,,192892.98
2024-01-02,123456789,987654321,DEBIT,Salary Deposit,43.96,0,,192849.02
2024-01-02,123456789,987654321,CREDIT,Rent Payment,0,271.92,,193120.94
2024-01-02,123456789,987654321,CREDIT,Travel Expense,0,68.3,,193189.24
2024-01-03,123456789,987654321,DEBIT,ATM Withdrawal,299.91,0,9202,192889.33
2024-01-03,123456789,987654321,CREDIT,Entertainment,0,920.63,,193809.96
2024-01-03,123456789,987654321,DEBIT,Medical Expense,320.82,0,,193489.14
2024-01-04,123456789,987654321,DEBIT,Online Purchase,165.52,0,,193323.62
2024-01-04,123456789,987654321,DEBIT,Tax Refund,34.42,0,5121,193289.2
2024-01-04,123456789,987654321,CREDIT,Restaurant,0,417.59,,193706.79
2024-01-05,123456789,987654321,DEBIT,Gas Station,273.61,0,8144,193433.18
2024-01-05,123456789,987654321,CREDIT,Bank Fee,0,239.15,,193672.33
2024-01-05,123456789,987654321,DEBIT,Medical Expense,188.02,0,,193484.31
2024-01-06,123456789,987654321,DEBIT,Shopping,494.92,0,7144,192989.39
2024-01-06,123456789,987654321,DEBIT,Utility Bill,24.94,0,,192964.45
2024-01-06,123456789,987654321,CREDIT,Investment Income,0,188.79,,193153.24
2024-01-07,123456789,987654321,CREDIT,Bank Fee,0,1487.48,,194640.72
2024-01-07,123456789,987654321,CREDIT,Rent Payment,0,195.71,,194836.43
2024-01-07,123456789,987654321,DEBIT,Investment Income,304.37,0,,194532.06
2024-01-08,123456789,987654321,DEBIT,Shopping,283.91,0,,194248.15
2024-01-08,123456789,987654321,CREDIT,Entertainment,0,925.2,,195173.35
2024-01-08,123456789,987654321,CREDIT,Rent Payment,0,1699.27,,196872.62
2024-01-09,123456789,987654321,CREDIT,Credit Card Payment,0,519.74,,197392.36
2024-01-09,123456789,987654321,CREDIT,ATM Withdrawal,0,1097.08,,198489.44
2024-01-09,123456789,987654321,DEBIT,Salary Deposit,33.57,0,6257,198455.87
2024-01-10,123456789,987654321,CREDIT,Grocery Store,0,1280.59,,199736.46
2024-01-10,123456789,987654321,DEBIT,Utility Bill,55.84,0,9549,199680.62
2024-01-10,123456789,987654321,CREDIT,Medical Expense,0,389.75,,200070.37
2024-01-11,123456789,987654321,DEBIT,Freelance Work,52.57,0,,200017.8
2024-01-11,123456789,987654321,DEBIT,ATM Withdrawal,171.67,0,8041,199846.13
2024-01-11,123456789,987654321,CREDIT,Investment Income,0,1989.28,,201835.41
2024-01-12,123456789,987654321,DEBIT,Interest Earned,455.73,0,,201379.68
2024-01-12,123456789,987654321,CREDIT,Bank Fee,0,517.41,,201897.09
2024-01-12,123456789,987654321,DEBIT,Entertainment,72.76,0,,201824.33
2024-01-13,123456789,987654321,DEBIT,Shopping,231.39,0,,201592.94
2024-01-13,123456789,987654321,CREDIT,Online Purchase,0,1832.92,,203425.86
2024-01-13,123456789,987654321,DEBIT,Medical Expense,475.09,0,,202950.77
2024-01-14,123456789,987654321,CREDIT,Education Expense,0,226.26,,203177.03
2024-01-14,123456789,987654321,CREDIT,Medical Expense,0,186.71,,203363.74
2024-01-14,123456789,987654321,CREDIT,Insurance Premium,0,1142.45,,204506.19
2024-01-15,123456789,987654321,CREDIT,Gas Station,0,1375.91,,205882.1
2024-01-15,123456789,987654321,CREDIT,Salary Deposit,0,1907.53,,207789.63
2024-01-15,123456789,987654321,CREDIT,Shopping,0,68.34,,207857.97
2024-01-16,123456789,987654321,DEBIT,Bank Fee,324.3,0,2663,207533.67
2024-01-16,123456789,987654321,DEBIT,Freelance Work,14.08,0,,207519.59
2024-01-16,123456789,987654321,CREDIT,Entertainment,0,560.1,,208079.69
2024-01-17,123456789,987654321,CREDIT,Education Expense,0,1093.06,,209172.75
2024-01-17,123456789,987654321,CREDIT,Rent Payment,0,1409.03,,210581.78
2024-01-17,123456789,987654321,CREDIT,Utility Bill,0,1329.28,,211911.06
2024-01-18,123456789,987654321,DEBIT,Investment Income,52.15,0,,211858.91
2024-01-18,123456789,987654321,CREDIT,Travel Expense,0,1445.04,,213303.95
2024-01-18,123456789,987654321,CREDIT,Education Expense,0,523.82,,213827.77
2024-01-19,123456789,987654321,CREDIT,Education Expense,0,1821.32,,215649.09
2024-01-19,123456789,987654321,CREDIT,Utility Bill,0,715.71,,216364.8
2024-01-19,123456789,987654321,CREDIT,ATM Withdrawal,0,1770.83,,218135.63
2024-01-20,123456789,987654321,DEBIT,Restaurant,170.64,0,,217964.99
2024-01-20,123456789,987654321,CREDIT,Rent Payment,0,940.1,,218905.09
2024-01-20,123456789,987654321,CREDIT,Credit Card Payment,0,341.11,,219246.2
2024-01-21,123456789,987654321,CREDIT,Utility Bill,0,584.3,,219830.5
2024-01-21,123456789,987654321,DEBIT,Interest Earned,375.96,0,,219454.54
2024-01-21,123456789,987654321,DEBIT,Online Purchase,377.84,0,,219076.7
2024-01-22,123456789,987654321,DEBIT,Travel Expense,476.73,0,7778,218599.97
2024-01-22,123456789,987654321,DEBIT,Utility Bill,234.72,0,,218365.25
2024-01-22,123456789,987654321,DEBIT,Entertainment,362.53,0,,218002.72
2024-01-23,123456789,987654321,CREDIT,Restaurant,0,386.28,,218389.0
2024-01-23,123456789,987654321,DEBIT,Insurance Premium,168.53,0,3797,218220.47
2024-01-23,123456789,987654321,DEBIT,Travel Expense,450.9,0,,217769.57
2024-01-24,123456789,987654321,DEBIT,Utility Bill,124.6,0,,217644.97
2024-01-24,123456789,987654321,DEBIT,Restaurant,378.86,0,,217266.11
2024-01-24,123456789,987654321,CREDIT,Bank Fee,0,662.24,,217928.35
2024-01-25,123456789,987654321,CREDIT,ATM Withdrawal,0,555.83,,218484.18
2024-01-25,123456789,987654321,DEBIT,Investment Income,285.7,0,,218198.48
2024-01-25,123456789,987654321,CREDIT,Education Expense,0,223.62,,218422.1
2024-01-26,123456789,987654321,DEBIT,Entertainment,190.0,0,,218232.1
2024-01-26,123456789,987654321,DEBIT,Interest Earned,464.15,0,,217767.95
2024-01-26,123456789,987654321,DEBIT,Online Purchase,405.67,0,2472,217362.28
2024-01-27,123456789,987654321,DEBIT,Freelance Work,288.94,0,,217073.34
2024-01-27,123456789,987654321,CREDIT,Investment Income,0,537.36,,217610.7
2024-01-27,123456789,987654321,DEBIT,Restaurant,406.67,0,,217204.03
2024-01-28,123456789,987654321,DEBIT,Rent Payment,256.3,0,6679,216947.73
2024-01-28,123456789,987654321,CREDIT,Interest Earned,0,653.01,,217600.74
2024-01-28,123456789,987654321,DEBIT,Insurance Premium,295.07,0,,217305.67
2024-01-29,123456789,987654321,DEBIT,Investment Income,495.74,0,,216809.93
2024-01-29,123456789,987654321,DEBIT,Bank Fee,468.07,0,7685,216341.86
2024-01-29,123456789,987654321,DEBIT,Tax Refund,91.35,0,,216250.51
2024-01-30,123456789,987654321,CREDIT,Bank Fee,0,1330.55,,217581.06
2024-01-30,123456789,987654321,DEBIT,ATM Withdrawal,302.01,0,,217279.05
2024-01-30,123456789,987654321,DEBIT,Tax Refund,279.82,0,,216999.23
2024-01-31,123456789,987654321,DEBIT,Credit Card Payment,371.13,0,,216628.1
2024-01-31,123456789,987654321,DEBIT,Tax Refund,152.43,0,,216475.67
2024-01-31,123456789,987654321,DEBIT,Insurance Premium,411.82,0,5257,216063.85
2024-02-01,123456789,987654321,DEBIT,Credit Card Payment,463.43,0,,215600.42
2024-02-01,123456789,987654321,DEBIT,Tax Refund,79.29,0,,215521.13
2024-02-01,123456789,987654321,CREDIT,Freelance Work,0,1242.58,,216763.71
2024-02-02,123456789,987654321,CREDIT,Bank Fee,0,1369.56,,218133.27
2024-02-02,123456789,987654321,DEBIT,Bank Fee,23.8,0,,218109.47
2024-02-02,123456789,987654321,CREDIT,Interest Earned,0,173.86,,218283.33
2024-02-03,123456789,987654321,DEBIT,Interest Earned,224.07,0,5546,218059.26
2024-02-03,123456789,987654321,DEBIT,Education Expense,357.45,0,,217701.81
2024-02-03,123456789,987654321,CREDIT,Salary Deposit,0,45.05,,217746.86
2024-02-04,123456789,987654321,CREDIT,Restaurant,0,1611.14,,219358.0
2024-02-04,123456789,987654321,CREDIT,Freelance Work,0,629.75,,219987.75
2024-02-04,123456789,987654321,DEBIT,Credit Card Payment,462.8,0,,219524.95
2024-02-05,123456789,987654321,DEBIT,Freelance Work,26.73,0,4211,219498.22
2024-02-05,123456789,987654321,DEBIT,Tax Refund,197.32,0,3399,219300.9
2024-02-05,123456789,987654321,CREDIT,Credit Card Payment,0,1788.87,,221089.77
2024-02-06,123456789,987654321,DEBIT,Investment Income,355.09,0,,220734.68
2024-02-06,123456789,987654321,DEBIT,Salary Deposit,278.88,0,,220455.8
2024-02-06,123456789,987654321,CREDIT,Grocery Store,0,1220.98,,221676.78
2024-02-07,123456789,987654321,CREDIT,Freelance Work,0,231.76,,221908.54
2024-02-07,123456789,987654321,CREDIT,Restaurant,0,1911.83,,223820.37
2024-02-07,123456789,987654321,DEBIT,Utility Bill,499.76,0,,223320.61
2024-02-08,123456789,987654321,DEBIT,Rent Payment,448.61,0,,222872.0
2024-02-08,123456789,987654321,DEBIT,Credit Card Payment,137.04,0,8574,222734.96
2024-02-08,123456789,987654321,DEBIT,Medical Expense,207.37,0,,222527.59
2024-02-09,123456789,987654321,DEBIT,Salary Deposit,400.45,0,,222127.14
2024-02-09,123456789,987654321,CREDIT,Restaurant,0,843.39,,222970.53
2024-02-09,123456789,987654321,DEBIT,Rent Payment,493.65,0,,222476.88
2024-02-10,123456789,987654321,DEBIT,Rent Payment,69.26,0,,222407.62
2024-02-10,123456789,987654321,DEBIT,Tax Refund,206.61,0,5480,222201.01
2024-02-10,123456789,987654321,CREDIT,Utility Bill,0,1662.21,,223863.22
2024-02-11,123456789,987654321,DEBIT,Grocery Store,189.97,0,2877,223673.25
2024-02-11,123456789,987654321,DEBIT,Bank Fee,499.01,0,8739,223174.24
2024-02-11,123456789,987654321,DEBIT,Medical Expense,406.34,0,4385,222767.9
2024-02-12,123456789,987654321,CREDIT,Interest Earned,0,1490.57,,224258.47
2024-02-12,123456789,987654321,CREDIT,Utility Bill,0,1412.73,,225671.2
2024-02-12,123456789,987654321,DEBIT,ATM Withdrawal,179.4,0,,225491.8
2024-02-13,123456789,987654321,CREDIT,Salary Deposit,0,807.52,,226299.32
2024-02-13,123456789,987654321,DEBIT,Credit Card Payment,261.4,0,4664,226037.92
2024-02-13,123456789,987654321,CREDIT,Medical Expense,0,1476.38,,227514.3
2024-02-14,123456789,987654321,DEBIT,Education Expense,371.95,0,6993,227142.35
2024-02-14,123456789,987654321,DEBIT,Gas Station,488.53,0,,226653.82
2024-02-14,123456789,987654321,CREDIT,Medical Expense,0,754.75,,227408.57
2024-02-15,123456789,987654321,CREDIT,Shopping,0,1261.77,,228670.34
2024-02-15,123456789,987654321,CREDIT,Online Purchase,0,1836.28,,230506.62
2024-02-15,123456789,987654321,DEBIT,Online Purchase,403.22,0,,230103.4
2024-02-16,123456789,987654321,CREDIT,Shopping,0,903.69,,231007.09
2024-02-16,123456789,987654321,DEBIT,ATM Withdrawal,133.87,0,1195,230873.22
2024-02-16,123456789,987654321,CREDIT,Gas Station,0,1200.19,,232073.41
2024-02-17,123456789,987654321,CREDIT,Interest Earned,0,358.3,,232431.71
2024-02-17,123456789,987654321,DEBIT,Grocery Store,191.24,0,,232240.47
2024-02-17,123456789,987654321,DEBIT,Shopping,31.8,0,,232208.67
2024-02-18,123456789,987654321,DEBIT,Restaurant,249.58,0,,231959.09
2024-02-18,123456789,987654321,DEBIT,Entertainment,100.41,0,,231858.68
2024-02-18,123456789,987654321,DEBIT,Online Purchase,214.43,0,,231644.25
2024-02-19,123456789,987654321,CREDIT,Credit Card Payment,0,617.62,,232261.87
2024-02-19,123456789,987654321,CREDIT,Medical Expense,0,425.91,,232687.78
2024-02-19,123456789,987654321,CREDIT,Education Expense,0,369.26,,233057.04
2024-02-20,123456789,987654321,CREDIT,Utility Bill,0,1638.4,,234695.44
2024-02-20,123456789,987654321,DEBIT,Restaurant,435.03,0,6440,234260.41
2024-02-20,123456789,987654321,CREDIT,Entertainment,0,1403.51,,235663.92
2024-02-21,123456789,987654321,CREDIT,Tax Refund,0,651.42,,236315.34
2024-02-21,123456789,987654321,CREDIT,Investment Income,0,1491.82,,237807.16
2024-02-21,123456789,987654321,DEBIT,ATM Withdrawal,348.05,0,8893,237459.11
2024-02-22,123456789,987654321,CREDIT,Salary Deposit,0,844.86,,238303.97
2024-02-22,123456789,987654321,DEBIT,Entertainment,135.44,0,2802,238168.53
2024-02-22,123456789,987654321,CREDIT,ATM Withdrawal,0,230.71,,238399.24
2024-02-23,123456789,987654321,CREDIT,Investment Income,0,1638.7,,240037.94
2024-02-23,123456789,987654321,DEBIT,Online Purchase,149.1,0,,239888.84
2024-02-23,123456789,987654321,CREDIT,Restaurant,0,356.28,,240245.12
2024-02-24,123456789,987654321,CREDIT,Bank Fee,0,389.22,,240634.34
2024-02-24,123456789,987654321,CREDIT,Education Expense,0,1398.81,,242033.15
2024-02-24,123456789,987654321,DEBIT,Utility Bill,407.71,0,1611,241625.44
2024-02-25,123456789,987654321,CREDIT,Grocery Store,0,1145.1,,242770.54
2024-02-25,123456789,987654321,CREDIT,Travel Expense,0,405.32,,243175.86
2024-02-25,123456789,987654321,CREDIT,Salary Deposit,0,1178.9,,244354.76
2024-02-26,123456789,987654321,DEBIT,Interest Earned,291.16,0,,244063.6
2024-02-26,123456789,987654321,CREDIT,Rent Payment,0,1979.18,,246042.78
2024-02-26,123456789,987654321,CREDIT,Travel Expense,0,45.67,,246088.45
2024-02-27,123456789,987654321,CREDIT,Bank Fee,0,475.55,,246564.0
2024-02-27,123456789,987654321,DEBIT,Insurance Premium,471.49,0,2442,246092.51
2024-02-27,123456789,987654321,DEBIT,Tax Refund,357.55,0,6128,245734.96
2024-02-28,123456789,987654321,CREDIT,Education Expense,0,1279.43,,247014.39
2024-02-28,123456789,987654321,CREDIT,Online Purchase,0,66.48,,247080.87
2024-02-28,123456789,987654321,CREDIT,Salary Deposit,0,1831.74,,248912.61
2024-02-29,123456789,987654321,DEBIT,Tax Refund,485.73,0,,248426.88
2024-02-29,123456789,987654321,DEBIT,Travel Expense,93.68,0,,248333.2
2024-02-29,123456789,987654321,DEBIT,Credit Card Payment,344.14,0,,247989.06
2024-03-01,123456789,987654321,CREDIT,Salary Deposit,0,1913.22,,249902.28
2024-03-01,123456789,987654321,CREDIT,Travel Expense,0,875.25,,250777.53
2024-03-01,123456789,987654321,CREDIT,Online Purchase,0,1715.58,,252493.11
2024-03-02,123456789,987654321,CREDIT,Credit Card Payment,0,1557.59,,254050.7
2024-03-02,123456789,987654321,CREDIT,Insurance Premium,0,83.45,,254134.15
2024-03-02,123456789,987654321,CREDIT,Medical Expense,0,799.31,,254933.46
2024-03-03,123456789,987654321,CREDIT,Online Purchase,0,392.46,,255325.92
2024-03-03,123456789,987654321,DEBIT,Credit Card Payment,49.13,0,,255276.79
2024-03-03,123456789,987654321,DEBIT,Tax Refund,279.04,0,,254997.75
2024-03-04,123456789,987654321,DEBIT,Bank Fee,278.09,0,,254719.66
2024-03-04,123456789,987654321,DEBIT,Credit Card Payment,305.04,0,,254414.62
2024-03-04,123456789,987654321,DEBIT,Education Expense,401.99,0,3772,254012.63
2024-03-05,123456789,987654321,CREDIT,Utility Bill,0,1842.81,,255855.44
2024-03-05,123456789,987654321,DEBIT,Shopping,418.67,0,,255436.77
2024-03-05,123456789,987654321,CREDIT,Education Expense,0,744.68,,256181.45
2024-03-06,123456789,987654321,DEBIT,Travel Expense,456.95,0,,255724.5
2024-03-06,123456789,987654321,CREDIT,Insurance Premium,0,1127.08,,256851.58
2024-03-06,123456789,987654321,CREDIT,Grocery Store,0,1268.45,,258120.03
2024-03-07,123456789,987654321,CREDIT,Rent Payment,0,1222.02,,259342.05
2024-03-07,123456789,987654321,DEBIT,Utility Bill,28.87,0,,259313.18
2024-03-07,123456789,987654321,CREDIT,Medical Expense,0,347.76,,259660.94
2024-03-08,123456789,987654321,DEBIT,Freelance Work,458.65,0,2916,259202.29
2024-03-08,123456789,987654321,DEBIT,Grocery Store,445.04,0,5077,258757.25
2024-03-08,123456789,987654321,CREDIT,Interest Earned,0,208.72,,258965.97
2024-03-09,123456789,987654321,CREDIT,Medical Expense,0,1508.97,,260474.94
2024-03-09,123456789,987654321,DEBIT,Salary Deposit,220.86,0,,260254.08
2024-03-09,123456789,987654321,DEBIT,Credit Card Payment,45.51,0,,260208.57
2024-03-10,123456789,987654321,DEBIT,Rent Payment,483.19,0,,259725.38
2024-03-10,123456789,987654321,CREDIT,Rent Payment,0,280.72,,260006.1
2024-03-10,123456789,987654321,CREDIT,ATM Withdrawal,0,1623.67,,261629.77
2024-03-11,123456789,987654321,DEBIT,Shopping,259.97,0,,261369.8
2024-03-11,123456789,987654321,DEBIT,Medical Expense,246.21,0,1109,261123.59
2024-03-11,123456789,987654321,DEBIT,Salary Deposit,227.65,0,,260895.94
2024-03-12,123456789,987654321,DEBIT,Insurance Premium,368.63,0,,260527.31
2024-03-12,123456789,987654321,DEBIT,Freelance Work,159.39,0,9223,260367.92
2024-03-12,123456789,987654321,DEBIT,Online Purchase,9.94,0,,260357.98
2024-03-13,123456789,987654321,DEBIT,Education Expense,316.01,0,,260041.97
2024-03-13,123456789,987654321,DEBIT,Online Purchase,196.94,0,,259845.03
2024-03-13,123456789,987654321,DEBIT,Bank Fee,301.76,0,1349,259543.27
2024-03-14,123456789,987654321,DEBIT,Tax Refund,444.84,0,6066,259098.43
2024-03-14,123456789,987654321,CREDIT,Medical Expense,0,966.99,,260065.42
2024-03-14,123456789,987654321,CREDIT,Grocery Store,0,1820.77,,261886.19
2024-03-15,123456789,987654321,CREDIT,Interest Earned,0,53.85,,261940.04
2024-03-15,123456789,987654321,DEBIT,Grocery Store,293.96,0,4477,261646.08
2024-03-15,123456789,987654321,CREDIT,Restaurant,0,344.12,,261990.2
2024-03-16,123456789,987654321,DEBIT,Travel Expense,234.15,0,,261756.05
2024-03-16,123456789,987654321,DEBIT,ATM Withdrawal,151.43,0,,261604.62
2024-03-16,123456789,987654321,DEBIT,Bank Fee,168.23,0,9579,261436.39
2024-03-17,123456789,987654321,DEBIT,Investment Income,269.97,0,,261166.42
2024-03-17,123456789,987654321,CREDIT,Tax Refund,0,1999.13,,263165.55
2024-03-17,123456789,987654321,CREDIT,Bank Fee,0,1955.49,,265121.04
2024-03-18,123456789,987654321,CREDIT,ATM Withdrawal,0,782.99,,265904.03
2024-03-18,123456789,987654321,CREDIT,Credit Card Payment,0,259.6,,266163.63
2024-03-18,123456789,987654321,CREDIT,Medical Expense,0,829.45,,266993.08
2024-03-19,123456789,987654321,DEBIT,Entertainment,205.06,0,,266788.02
2024-03-19,123456789,987654321,CREDIT,Credit Card Payment,0,262.21,,267050.23
2024-03-19,123456789,987654321,DEBIT,Online Purchase,408.2,0,,266642.03
2024-03-20,123456789,987654321,DEBIT,Freelance Work,246.12,0,,266395.91
2024-03-20,123456789,987654321,DEBIT,Bank Fee,80.34,0,5922,266315.57
2024-03-20,123456789,987654321,CREDIT,ATM Withdrawal,0,97.49,,266413.06
2024-03-21,123456789,987654321,DEBIT,ATM Withdrawal,71.84,0,,266341.22
2024-03-21,123456789,987654321,DEBIT,Bank Fee,241.69,0,,266099.53
2024-03-21,123456789,987654321,DEBIT,Entertainment,199.44,0,7160,265900.09
2024-03-22,123456789,987654321,CREDIT,Interest Earned,0,1327.27,,267227.36
2024-03-22,123456789,987654321,CREDIT,Insurance Premium,0,1351.53,,268578.89
2024-03-22,123456789,987654321,DEBIT,Freelance Work,438.45,0,,268140.44
2024-03-23,123456789,987654321,CREDIT,Education Expense,0,1359.38,,269499.82
2024-03-23,123456789,987654321,CREDIT,Utility Bill,0,441.18,,269941.0
2024-03-23,123456789,987654321,DEBIT,Insurance Premium,232.98,0,5863,269708.02
2024-03-24,123456789,987654321,CREDIT,Education Expense,0,1103.81,,270811.83
2024-03-24,123456789,987654321,CREDIT,Medical Expense,0,1734.97,,272546.8
2024-03-24,123456789,987654321,DEBIT,Entertainment,92.26,0,,272454.54
2024-03-25,123456789,987654321,DEBIT,ATM Withdrawal,112.52,0,8472,272342.02
2024-03-25,123456789,987654321,DEBIT,Medical Expense,339.34,0,6999,272002.68
2024-03-25,123456789,987654321,CREDIT,Medical Expense,0,1498.1,,273500.78
2024-03-26,123456789,987654321,CREDIT,Insurance Premium,0,1670.09,,275170.87
2024-03-26,123456789,987654321,CREDIT,Utility Bill,0,1965.22,,277136.09
2024-03-26,123456789,987654321,DEBIT,Interest Earned,491.92,0,,276644.17
2024-03-27,123456789,987654321,CREDIT,Interest Earned,0,1827.07,,278471.24
2024-03-27,123456789,987654321,CREDIT,Tax Refund,0,566.7,,279037.94
